Id,SalePrice
1461,131678.92536473498
1462,159506.30793274223
1463,182586.32681050565
1464,189426.9524546491
1465,186223.35525870693
1466,175677.2888817441
1467,171576.97069693138
1468,172058.74104724478
1469,182586.32681050565
1470,129372.8955400824
1471,200380.414896468
1472,94900.74496418699
1473,103127.4586695483
1474,145000.57563120496
1475,116276.35352118983
1476,356153.0568345511
1477,242508.8716043126
1478,297187.07063911133
1479,300419.7904853306
1480,572523.6440465575
1481,337669.13864511286
1482,202367.64961051536
1483,177783.27223146698
1484,172528.1532360972
1485,172055.4350478427
1486,192978.58475350155
1487,333802.99077221175
1488,228132.32730085566
1489,198139.68193791131
1490,244877.8257299538
1491,194594.53923371522
1492,89542.78889832103
1493,172055.4350478427
1494,283034.7824664272
1495,297187.07063911133
1496,256936.88983898965
1497,182586.32681050565
1498,157522.86654200396
1499,157833.5850068437
1500,158568.53143155624
1501,172705.14385867468
1502,145537.8334442068
1503,292314.9226479203
1504,228132.32730085566
1505,228132.32730085566
1506,178209.5883363566
1507,245764.68818893464
1508,200408.35456133756
1509,158963.26354605926
1510,150615.1623352565
1511,153062.18597197544
1512,176340.6743118015
1513,139758.20308315055
1514,159916.40510691982
1515,190742.12473738485
1516,148794.89387762063
1517,153946.12215003083
1518,130386.96071177817
1519,228132.32730085566
1520,137352.93232269888
1521,143071.5451730916
1522,165070.50486914458
1523,110456.43656913504
1524,125555.0362532701
1525,118272.91233393329
1526,119595.72080011571
1527,107438.6845022696
1528,139245.5596186752
1529,145000.57563120496
1530,165070.50486914458
1531,117259.34033366918
1532,100422.55240603189
1533,148071.339782075
1534,122501.89141433348
1535,158855.5324303884
1536,109937.97555405663
1537,71252.77356508297
1538,146623.80930088836
1539,175151.82948492086
1540,103008.41882354893
1541,143071.5451730916
1542,143736.951392102
1543,191491.4752095731
1544,78583.46822620109
1545,109337.30616944394
1546,125503.65920016383
1547,134156.06404024805
1548,131102.54105683524
1549,111449.40328091469
1550,137757.47064714666
1551,106800.88149930362
1552,139324.47978729688
1553,140048.60176002712
1554,121285.99691447667
1555,177790.2509986287
1556,83398.2295017483
1557,107438.6845022696
1558,93012.39232688659
1559,91813.62097951146
1560,120150.26391706761
1561,137539.29768414347
1562,134156.06404024805
1563,120817.48757256613
1564,157349.9252415972
1565,151048.40574076684
1566,230056.92915198387
1567,78583.46822620109
1568,244877.8257299538
1569,157811.88826490173
1570,138045.43924354872
1571,111541.0545196948
1572,149615.992975557
1573,256936.88983898965
1574,104981.49916139802
1575,225275.6234035601
1576,239525.44485401933
1577,196930.5143834298
1578,150579.64486742637
1579,136419.28936349455
1580,188266.43135758134
1581,151805.5473655738
1582,124785.35804975574
1583,330115.127994388
1584,228132.32730085566
1585,143583.06442786226
1586,75431.6407758464
1587,92123.11468568766
1588,145000.57563120496
1589,98725.02830881574
1590,134156.06404024805
1591,101307.03208075692
1592,123847.87958225826
1593,120595.52772401177
1594,129770.23333037188
1595,110090.57699488601
1596,246480.08298390472
1597,195200.19257824574
1598,201016.05702325393
1599,169275.32310665652
1600,172705.14385867468
1601,69030.51511975782
1602,114135.07934936172
1603,66098.42073577215
1604,279759.54241414595
1605,242998.4391855895
