Id,SalePrice
1461,123741.950390997
1462,155444.6554020599
1463,183291.72374476056
1464,187516.540815246
1465,188851.39780580383
1466,179091.0394649424
1467,177255.34139020363
1468,169781.7060816278
1469,183883.51435960943
1470,123135.30739229837
1471,205006.26343355761
1472,94221.43554083913
1473,98121.43905325962
1474,146047.84718990585
1475,122996.52631979309
1476,366110.25482620695
1477,243130.30594005095
1478,285450.55878518487
1479,282222.088159887
1480,498916.46634346544
1481,324156.38898866845
1482,199333.00520070494
1483,188645.7856468979
1484,171918.82812281873
1485,178509.64964845628
1486,197136.68659080323
1487,292532.32659798063
1488,241018.07386562318
1489,197100.9127735919
1490,218975.20759243815
1491,191899.3424540306
1492,94865.58060395854
1493,175199.47388573913
1494,311870.9378221845
1495,285618.3470327716
1496,235986.3132612489
1497,179328.2289081276
1498,155272.7433220834
1499,155587.07220407305
1500,157758.62490199308
1501,172675.12562302809
1502,153836.92272516436
1503,279775.87041983195
1504,225164.64032987962
1505,219282.3124873635
1506,178939.02422553115
1507,256820.91459297852
1508,199233.64683007542
1509,162040.03526758464
1510,148022.78639210612
1511,151852.2095165641
1512,171038.03878197083
1513,142108.79797551408
1514,159676.87854893523
1515,184456.09058728552
1516,144057.076518489
1517,154169.9227125333
1518,133262.22775816885
1519,220058.23465247275
1520,134514.76793362098
1521,137891.06301448977
1522,173374.81566024016
1523,115392.7697419843
1524,123864.76774655873
1525,123419.81677903545
1526,122020.85145305173
1527,111418.96821240308
1528,134818.88818990946
1529,145652.3368153559
1530,178367.84973215382
1531,112916.0996542901
1532,100599.23152168469
1533,136042.59093756104
1534,121762.1897876132
1535,149860.23647777963
1536,110054.62995077485
1537,83056.91520391635
1538,135700.9279664226
1539,180011.3151212067
1540,92713.03104119275
1541,143202.59605748788
1542,139642.96075489456
1543,201429.32597214228
1544,77871.87372484957
1545,108792.49859430923
1546,126767.49639396733
1547,134385.7494950775
1548,126890.30975962283
1549,107161.67569093067
1550,133193.53337666302
1551,113893.92129264017
1552,131844.30643496948
1553,134798.27587378072
1554,110901.18466883028
1555,173120.01345794057
1556,88373.57977448587
1557,109148.09074270408
1558,96889.89895189088
1559,94357.2713668969
1560,132227.29816399544
1561,135546.0597193119
1562,127769.42949066973
1563,121435.25299830167
1564,168407.98559272275
1565,153194.04755830351
1566,232695.1982497235
1567,82877.19578680707
1568,225725.24450750812
1569,148421.72580030767
1570,141850.24478394107
1571,121818.70235165433
1572,147040.97354737672
1573,246766.0966093639
1574,113036.63891411554
1575,227724.88077845168
1576,236093.39711996616
1577,194133.69253376249
1578,145204.74205499966
1579,143749.34895962974
1580,189784.8144838297
1581,145144.14926758606
1582,126088.33145661306
1583,327402.6932387333
1584,238054.4370790882
1585,143793.1002255183
1586,76309.80033462023
1587,103042.59103747159
1588,140808.66626880984
1589,104176.78261962105
1590,139815.50852695445
1591,100063.62533601825
1592,123835.41990393575
1593,121233.43952493231
1594,130188.07266095624
1595,117923.89550856774
1596,218110.13205275405
1597,181501.93049898406
1598,187343.41672180308
1599,165657.1093344911
1600,173428.20802876508
1601,67584.91037561983
1602,116830.10819387498
1603,77274.90561174869
1604,279262.2739604543
1605,250430.12445252176
1606,170235.06394169928
1607,170014.47773518873
